Time,Ticker,Price,Size,Exchange
2017-04-21 06:46:54.888,XYZ,151.464,30.0174,B
2017-04-21 07:03:35.083,XYZ,103.351,28.987,B
2017-04-21 07:20:15.054,XYZ,146.067,30.766,B
2017-04-21 07:36:40.000,XYZ,147.96,10.9805,A
2017-04-21 07:53:35.118,XYZ,126.754,24.6582,B
2017-04-21 08:10:14.877,XYZ,185.994,34.5802,B
2017-04-21 08:26:54.984,XYZ,132.288,56.4768,B
2017-04-21 08:43:35.068,XYZ,171.542,42.4776,B
2017-04-21 09:00:14.822,XYZ,179.206,75.7263,B
2017-04-21 09:16:54.929,XYZ,184.863,46.4083,B
2017-04-21 09:33:20.000,XYZ,182.968,73.1535,A
2017-04-21 09:50:14.967,XYZ,119.967,82.8578,B
2017-04-21 10:06:40.000,XYZ,149.536,90.0793,A
2017-04-21 10:23:34.842,XYZ,189.184,42.452,B
2017-04-21 10:40:14.977,XYZ,191.98,6.31572,B
2017-04-21 10:56:40.000,XYZ,172.028,57.5831,A
2017-04-21 11:13:20.000,XYZ,105.81,93.1306,A
2017-04-21 11:30:00.000,XYZ,105.323,92.3157,A
2017-04-21 11:46:40.000,XYZ,162.322,50.0793,A
2017-04-21 12:03:20.000,XYZ,151.266,85.6442,A
2017-04-21 12:20:14.891,XYZ,160.459,48.1016,B
2017-04-21 12:36:40.000,XYZ,187.538,26.2248,A
2017-04-21 12:53:34.976,XYZ,141.302,51.3714,B
2017-04-21 13:10:14.976,XYZ,167.216,35.2778,B
2017-04-21 13:26:54.935,XYZ,137.505,42.7315,B
2017-04-21 13:43:20.000,XYZ,172.625,34.3912,A
2017-04-21 14:00:14.941,XYZ,159.561,34.0284,B
2017-04-21 14:16:55.195,XYZ,189.367,1.61536,B
2017-04-21 14:33:34.938,XYZ,146.259,12.8437,B
2017-04-21 14:50:00.000,XYZ,178.477,18.8966,A
2017-04-21 15:06:55.220,XYZ,105.563,76.281,B
2017-04-21 15:23:20.000,XYZ,198.095,24.3923,A
2017-04-21 15:40:14.765,XYZ,167.786,85.9553,B
2017-04-21 15:56:40.000,XYZ,144.016,54.0379,A
2017-04-21 16:13:20.000,XYZ,140.866,79.1927,A
2017-04-21 16:30:00.000,XYZ,139.311,70.3316,A
2017-04-21 16:46:40.000,XYZ,156.146,51.9775,A
2017-04-21 17:03:34.975,XYZ,159.409,69.5057,B
2017-04-21 17:20:14.930,XYZ,165.372,36.9545,B
2017-04-21 17:36:55.106,XYZ,107.413,64.4851,B
2017-04-21 17:53:20.000,XYZ,134.083,26.3021,A
2017-04-21 18:10:14.977,XYZ,176.462,13.7944,B
2017-04-21 18:26:40.000,XYZ,106.446,22.0151,A
2017-04-21 18:43:20.000,XYZ,103.347,68.2715,A
2017-04-21 19:00:00.000,XYZ,133.488,87.6182,A
2017-04-21 19:16:55.015,XYZ,132.136,81.7589,B
2017-04-21 19:33:35.117,XYZ,159.288,85.7719,B
2017-04-21 19:50:14.993,XYZ,160.724,78.0259,B
2017-04-21 20:06:54.980,XYZ,128.386,45.7177,B
2017-04-21 20:23:35.005,XYZ,113.296,77.904,B
2017-04-21 20:40:14.931,XYZ,120.127,36.5598,B
2017-04-21 20:56:40.000,XYZ,147.783,74.4531,A
2017-04-21 21:13:20.000,XYZ,160.141,67.7816,A
2017-04-21 21:30:00.000,XYZ,146.868,19.4926,A
2017-04-21 21:46:40.000,XYZ,190.912,99.2,A
2017-04-21 22:03:20.000,XYZ,154.486,76.3778,A
2017-04-21 22:20:00.000,XYZ,111.234,27.9271,A
2017-04-21 22:36:40.000,XYZ,122.006,6.98881,A
2017-04-21 22:53:35.063,XYZ,134.731,47.575,B
2017-04-21 23:10:00.000,XYZ,120.258,97.1956,A
2017-04-21 23:26:54.885,XYZ,141.779,1.9841,B
2017-04-21 23:43:20.000,XYZ,141.727,15.2033,A
2017-04-22 00:00:14.948,XYZ,122.773,85.3254,B
2017-04-22 00:16:55.108,XYZ,135.629,78.1859,B
2017-04-22 00:33:20.000,XYZ,150.703,94.7522,A
2017-04-22 00:50:00.000,XYZ,189.714,46.9721,A
2017-04-22 01:06:55.115,XYZ,139.813,64.0081,B
2017-04-22 01:23:20.000,XYZ,103.164,2.13011,A
2017-04-22 01:40:00.000,XYZ,193.902,43.977,A
2017-04-22 01:56:40.000,XYZ,133.924,86.1903,A
2017-04-22 02:13:20.000,XYZ,141.739,62.7953,A
2017-04-22 02:30:14.826,XYZ,153.269,61.5914,B
2017-04-22 02:46:40.000,XYZ,153.744,42.2499,A
2017-04-22 03:03:20.000,XYZ,123.551,60.5425,A
2017-04-22 03:20:00.000,XYZ,126.299,59.5151,A
2017-04-22 03:36:40.000,XYZ,168.347,77.9102,A
2017-04-22 03:53:35.042,XYZ,172.106,97.7872,B
2017-04-22 04:10:00.000,XYZ,159.736,55.383,A
2017-04-22 04:26:40.000,XYZ,167.38,88.97,A
2017-04-22 04:43:34.919,XYZ,164.292,29.8747,B
2017-04-22 05:00:00.000,XYZ,106.309,80.5821,A
2017-04-22 05:16:54.993,XYZ,149.019,97.2067,B
2017-04-22 05:33:34.797,XYZ,100.421,73.5704,B
2017-04-22 05:50:00.000,XYZ,123.929,68.3815,A
2017-04-22 06:06:54.946,XYZ,116.505,16.0896,B
2017-04-22 06:23:35.041,XYZ,116.612,29.4432,B
2017-04-22 06:40:00.000,XYZ,197.701,28.1848,A
2017-04-22 06:56:55.016,XYZ,134.039,93.8793,B
2017-04-22 07:13:34.874,XYZ,139.929,85.0038,B
2017-04-22 07:30:00.000,XYZ,178.453,3.78201,A
2017-04-22 07:46:54.959,XYZ,119.194,70.834,B
2017-04-22 08:03:34.925,XYZ,178.203,40.4866,B
2017-04-22 08:20:00.000,XYZ,109.74,16.2597,A
2017-04-22 08:36:40.000,XYZ,109.42,48.535,A
2017-04-22 08:53:20.000,XYZ,149.14,95.5465,A
2017-04-22 09:10:00.000,XYZ,117.317,13.4339,A
2017-04-22 09:26:40.000,XYZ,129.172,2.37101,A
2017-04-22 09:43:35.045,XYZ,109.697,33.4111,B
2017-04-22 10:00:14.852,XYZ,125.899,37.4134,B
2017-04-22 10:16:55.057,XYZ,108.006,28.5564,B
2017-04-22 10:33:34.866,XYZ,186.65,98.2747,B
2017-04-22 10:50:14.995,XYZ,128.226,84.5371,B
2017-04-22 11:06:54.995,XYZ,173.96,14.4625,B
2017-04-22 11:23:35.072,XYZ,179.008,51.5265,B
2017-04-22 11:40:00.000,XYZ,173.028,93.284,A
2017-04-22 11:56:40.000,XYZ,199.097,52.1422,A
2017-04-22 12:13:35.055,XYZ,146.295,54.0248,B
2017-04-22 12:30:00.000,XYZ,135.851,16.8527,A
2017-04-22 12:46:40.000,XYZ,191.532,27.5626,A
2017-04-22 13:03:20.000,XYZ,137.491,46.2852,A
2017-04-22 13:20:00.000,XYZ,175.709,86.6932,A
2017-04-22 13:36:40.000,XYZ,139.898,79.9166,A
2017-04-22 13:53:20.000,XYZ,100.734,67.1478,A
2017-04-22 14:10:14.800,XYZ,197.763,61.966,B
2017-04-22 14:26:40.000,XYZ,152.789,98.163,A
2017-04-22 14:43:20.000,XYZ,164.305,58.5852,A
2017-04-22 15:00:00.000,XYZ,133.379,40.88,A
2017-04-22 15:16:54.988,XYZ,177.473,48.7315,B
2017-04-22 15:33:34.970,XYZ,130.628,25.8871,B
2017-04-22 15:50:00.000,XYZ,116.011,22.2876,A
2017-04-22 16:06:40.000,XYZ,152.413,98.4699,A
2017-04-22 16:23:35.024,XYZ,122.735,26.2652,B
2017-04-22 16:40:15.025,XYZ,152.411,62.8121,B
2017-04-22 16:56:40.000,XYZ,116.229,74.4727,A
2017-04-22 17:13:20.000,XYZ,155.531,4.77036,A
2017-04-22 17:30:14.910,XYZ,139.07,89.0175,B
2017-04-22 17:46:40.000,XYZ,106.566,49.0338,A
2017-04-22 18:03:20.000,XYZ,125.742,9.02353,A
2017-04-22 18:20:14.980,XYZ,157.181,14.6038,B
2017-04-22 18:36:40.000,XYZ,109.267,61.1873,A
2017-04-22 18:53:34.893,XYZ,185.53,91.065,B
2017-04-22 19:10:15.075,XYZ,144.523,57.701,B
2017-04-22 19:26:55.030,XYZ,131.049,6.66275,B
2017-04-22 19:43:35.028,XYZ,116.142,53.2981,B
2017-04-22 20:00:15.028,XYZ,119.009,96.2961,B
2017-04-22 20:16:55.016,XYZ,154.343,33.7858,B
2017-04-22 20:33:20.000,XYZ,130.883,2.86775,A
2017-04-22 20:50:15.221,XYZ,139.256,1.98031,B
2017-04-22 21:06:40.000,XYZ,168.428,8.81809,A
2017-04-22 21:23:34.887,XYZ,160.367,46.5322,B
2017-04-22 21:40:14.880,XYZ,194.497,18.547,B
2017-04-22 21:56:55.100,XYZ,155.321,17.7955,B
2017-04-22 22:13:20.000,XYZ,174.453,47.5625,A
2017-04-22 22:30:15.016,XYZ,126.154,46.5801,B
2017-04-22 22:46:40.000,XYZ,147.827,74.0836,A
2017-04-22 23:03:35.099,XYZ,141.114,70.7886,B
2017-04-22 23:20:00.000,XYZ,139.122,77.1048,A
2017-04-22 23:36:54.846,XYZ,136.294,13.3792,B
2017-04-22 23:53:35.149,XYZ,163.159,52.0063,B
2017-04-23 00:10:00.000,XYZ,182.196,65.3067,A
2017-04-23 00:26:40.000,XYZ,184.891,76.0556,A
2017-04-23 00:43:35.088,XYZ,103.765,1.68935,B
2017-04-23 01:00:00.000,XYZ,101.406,57.8397,A
2017-04-23 01:16:55.041,XYZ,187.608,43.3792,B
2017-04-23 01:33:20.000,XYZ,153.576,42.9628,A
2017-04-23 01:50:14.937,XYZ,189.414,31.1447,B
2017-04-23 02:06:55.017,XYZ,182.635,86.4395,B
2017-04-23 02:23:34.898,XYZ,140.089,42.5424,B
2017-04-23 02:40:15.034,XYZ,196.307,41.8716,B
2017-04-23 02:56:40.000,XYZ,142.538,39.1344,A
2017-04-23 03:13:34.884,XYZ,126.79,95.1241,B
2017-04-23 03:30:14.837,XYZ,130.957,35.9822,B
2017-04-23 03:46:55.173,XYZ,190.915,44.5562,B
2017-04-23 04:03:34.854,XYZ,179.624,75.0836,B
2017-04-23 04:20:00.000,XYZ,168.5,90.4247,A
2017-04-23 04:36:40.000,XYZ,157.724,2.02978,A
2017-04-23 04:53:20.000,XYZ,140.793,30.5147,A
2017-04-23 05:10:15.102,XYZ,161.474,14.4,B
2017-04-23 05:26:54.785,XYZ,172.111,79.2973,B
2017-04-23 05:43:20.000,XYZ,120.04,21.3374,A
2017-04-23 06:00:14.960,XYZ,165.755,40.3657,B
2017-04-23 06:16:40.000,XYZ,125.75,60.5477,A
2017-04-23 06:33:35.133,XYZ,114.221,93.5964,B
2017-04-23 06:50:14.946,XYZ,177.298,59.0336,B
2017-04-23 07:06:40.000,XYZ,194.491,70.2887,A
2017-04-23 07:23:35.050,XYZ,190.558,19.3239,B
2017-04-23 07:40:15.062,XYZ,157.822,41.6513,B
2017-04-23 07:56:55.052,XYZ,151.986,52.7573,B
2017-04-23 08:13:20.000,XYZ,149.884,27.0034,A
2017-04-23 08:30:14.904,XYZ,175.885,57.543,B
2017-04-23 08:46:40.000,XYZ,154.646,17.7062,A
2017-04-23 09:03:35.060,XYZ,107.09,80.0258,B
2017-04-23 09:20:14.959,XYZ,152.891,73.1183,B
2017-04-23 09:36:40.000,XYZ,120.767,43.0982,A
2017-04-23 09:53:35.071,XYZ,143.133,38.3866,B
2017-04-23 10:10:14.993,XYZ,130.418,30.1865,B
2017-04-23 10:26:40.000,XYZ,112.66,97.139,A
2017-04-23 10:43:20.000,XYZ,199.994,65.0001,A
2017-04-23 11:00:15.069,XYZ,107.537,88.2516,B
2017-04-23 11:16:40.000,XYZ,112.556,17.2088,A
2017-04-23 11:33:20.000,XYZ,113.76,56.9654,A
2017-04-23 11:50:00.000,XYZ,104.949,10.7035,A
2017-04-23 12:06:40.000,XYZ,188.522,82.0893,A
2017-04-23 12:23:34.972,XYZ,165.385,79.7527,B
2017-04-23 12:40:14.934,XYZ,105.212,63.2938,B
2017-04-23 12:56:40.000,XYZ,133.977,91.6638,A
2017-04-23 13:13:20.000,XYZ,193.024,2.20558,A
2017-04-23 13:30:00.000,XYZ,110.387,94.0881,A
2017-04-23 13:46:55.019,XYZ,190.032,3.81113,B
2017-04-23 14:03:20.000,XYZ,144.302,37.4729,A
2017-04-23 14:20:14.985,XYZ,111.11,37.2464,B
2017-04-23 14:36:40.000,XYZ,199.785,18.7364,A
2017-04-23 14:53:34.912,XYZ,143.522,56.8665,B
2017-04-23 15:10:00.000,XYZ,148.64,81.4491,A
2017-04-23 15:26:54.994,XYZ,100.996,36.5973,B
2017-04-23 15:43:20.000,XYZ,176.66,55.3304,A
2017-04-23 16:00:14.857,XYZ,108.036,85.7473,B
2017-04-23 16:16:54.771,XYZ,161.048,32.4501,B
2017-04-23 16:33:20.000,XYZ,151.859,48.0118,A
2017-04-23 16:50:14.926,XYZ,185,6.01957,B
2017-04-23 17:06:40.000,XYZ,129.721,74.3577,A
2017-04-23 17:23:20.000,XYZ,113.931,4.28781,A
2017-04-23 17:40:15.155,XYZ,105.602,97.6469,B
2017-04-23 17:56:40.000,XYZ,172.943,92.9084,A
2017-04-23 18:13:20.000,XYZ,160.453,74.4884,A
2017-04-23 18:30:14.915,XYZ,178.761,46.983,B
2017-04-23 18:46:55.169,XYZ,169.904,19.7887,B
2017-04-23 19:03:34.918,XYZ,198.49,76.8357,B
2017-04-23 19:20:14.954,XYZ,196.552,92.6752,B
2017-04-23 19:36:54.910,XYZ,118.793,94.952,B
2017-04-23 19:53:34.980,XYZ,131.701,36.8399,B
2017-04-23 20:10:00.000,XYZ,154.741,54.2649,A
2017-04-23 20:26:54.849,XYZ,117.378,95.1034,B
2017-04-23 20:43:35.066,XYZ,152.37,81.075,B
2017-04-23 21:00:15.034,XYZ,168.039,61.9137,B
2017-04-23 21:16:54.898,XYZ,162.719,37.0893,B
2017-04-23 21:33:34.950,XYZ,170.907,8.22364,B
2017-04-23 21:50:00.000,XYZ,155.594,39.5466,A
2017-04-23 22:06:55.135,XYZ,193.303,28,B
2017-04-23 22:23:34.977,XYZ,121.852,80.2375,B
2017-04-23 22:40:14.936,XYZ,128.164,22.2816,B
2017-04-23 22:56:55.092,XYZ,161.047,45.4427,B
2017-04-23 23:13:35.040,XYZ,141.233,73.0189,B
2017-04-23 23:30:14.880,XYZ,168.053,29.8689,B
2017-04-23 23:46:55.061,XYZ,150.166,77.7293,B
2017-04-24 00:03:34.984,XYZ,114.943,12.0316,B
2017-04-24 00:20:00.000,XYZ,133.869,36.4046,A
2017-04-24 00:36:40.000,XYZ,158.204,61.6287,A
2017-04-24 00:53:34.827,XYZ,144.444,5.87411,B
2017-04-24 01:10:15.026,XYZ,188.357,50.9577,B
2017-04-24 01:26:55.029,XYZ,116.32,98.3747,B
2017-04-24 01:43:20.000,XYZ,188.257,95.0786,A
2017-04-24 02:00:15.164,XYZ,140.247,42.9737,B
2017-04-24 02:16:54.895,XYZ,170.323,5.43009,B
2017-04-24 02:33:20.000,XYZ,138.417,6.94913,A
2017-04-24 02:50:00.000,XYZ,111.242,64.8036,A
2017-04-24 03:06:54.930,XYZ,160.307,44.5075,B
2017-04-24 03:23:34.877,XYZ,168.977,51.5705,B
2017-04-24 03:40:00.000,XYZ,115.851,62.7418,A
2017-04-24 03:56:40.000,XYZ,191.779,91.0704,A
2017-04-24 04:13:20.000,XYZ,199.486,60.7889,A
2017-04-24 04:30:15.185,XYZ,113.719,11.7186,B
2017-04-24 04:46:55.039,XYZ,131.832,26.4973,B
2017-04-24 05:03:34.981,XYZ,172.678,94.3372,B
2017-04-24 05:20:14.993,XYZ,155.372,49.8908,B
2017-04-24 05:36:55.152,XYZ,146.68,54.3636,B
2017-04-24 05:53:20.000,XYZ,135.36,77.2616,A
2017-04-24 06:10:14.973,XYZ,122.087,53.6557,B
2017-04-24 06:26:54.888,XYZ,123.791,13.5756,B
2017-04-24 06:43:20.000,XYZ,197.9,36.5189,A
2017-04-24 07:00:00.000,XYZ,101.014,30.7152,A
2017-04-24 07:16:54.893,XYZ,198.45,42.2112,B
2017-04-24 07:33:20.000,XYZ,158.164,59.5586,A
2017-04-24 07:50:14.976,XYZ,175.932,58.6515,B
2017-04-24 08:06:55.135,XYZ,177.459,19.9328,B
2017-04-24 08:23:34.813,XYZ,128.783,54.6094,B
2017-04-24 08:40:15.094,XYZ,184.376,60.0312,B
2017-04-24 08:56:54.898,XYZ,166.664,78.8324,B
2017-04-24 09:13:20.000,XYZ,145.164,36.7521,A
2017-04-24 09:30:00.000,XYZ,155.72,46.7496,A
2017-04-24 09:46:54.978,XYZ,160.365,50.045,B
2017-04-24 10:03:20.000,XYZ,193.418,25.3067,A
2017-04-24 10:20:00.000,XYZ,133.857,83.736,A
2017-04-24 10:36:40.000,XYZ,135.988,69.1824,A
2017-04-24 10:53:35.031,XYZ,101.868,57.0167,B
2017-04-24 11:10:15.042,XYZ,166.13,6.95301,B
2017-04-24 11:26:55.031,XYZ,185.664,66.8612,B
2017-04-24 11:43:20.000,XYZ,151.375,22.8466,A
2017-04-24 12:00:00.000,XYZ,199.576,86.4776,A
2017-04-24 12:16:55.010,XYZ,112.893,86.148,B
2017-04-24 12:33:34.924,XYZ,111.12,94.2745,B
2017-04-24 12:50:00.000,XYZ,177.939,28.4042,A
2017-04-24 13:06:40.000,XYZ,115.312,47.5753,A
2017-04-24 13:23:20.000,XYZ,167.014,19.1292,A
2017-04-24 13:40:00.000,XYZ,100.772,50.4481,A
2017-04-24 13:56:40.000,XYZ,162.406,79.0073,A
2017-04-24 14:13:34.959,XYZ,197.801,88.0548,B
2017-04-24 14:30:00.000,XYZ,170.741,8.7452,A
2017-04-24 14:46:54.997,XYZ,141.481,74.9123,B
2017-04-24 15:03:35.037,XYZ,126.491,82.9087,B
2017-04-24 15:20:15.158,XYZ,145.925,81.1308,B
2017-04-24 15:36:55.013,XYZ,175.022,34.0986,B
2017-04-24 15:53:35.173,XYZ,100.827,77.8015,B
2017-04-24 16:10:00.000,XYZ,170.761,28.8129,A
2017-04-24 16:26:40.000,XYZ,149.322,39.303,A
2017-04-24 16:43:34.868,XYZ,189.741,5.65973,B
2017-04-24 17:00:15.035,XYZ,170.25,17.0319,B
2017-04-24 17:16:54.920,XYZ,195.68,48.7809,B
2017-04-24 17:33:20.000,XYZ,133.888,7.22136,A
2017-04-24 17:50:15.000,XYZ,198.784,83.3242,B
2017-04-24 18:06:40.000,XYZ,166.571,69.5532,A
2017-04-24 18:23:35.030,XYZ,106.631,50.6672,B
2017-04-24 18:40:14.939,XYZ,168.237,31.4228,B
2017-04-24 18:56:54.958,XYZ,194.577,48.95,B
2017-04-24 19:13:35.066,XYZ,191.856,76.1512,B
2017-04-24 19:30:14.975,XYZ,161.119,65.1399,B
2017-04-24 19:46:54.999,XYZ,137.172,68.3946,B
2017-04-24 20:03:20.000,XYZ,118.09,81.1704,A
2017-04-24 20:20:00.000,XYZ,115.378,98.197,A
2017-04-24 20:36:54.989,XYZ,117.2,4.84203,B
2017-04-24 20:53:20.000,XYZ,187.273,91.2043,A
2017-04-24 21:10:14.998,XYZ,153.599,57.7309,B
2017-04-24 21:26:55.085,XYZ,147.173,97.1899,B
2017-04-24 21:43:20.000,XYZ,142.612,50.8886,A
2017-04-24 22:00:14.947,XYZ,191.424,67.1163,B
2017-04-24 22:16:40.000,XYZ,125.95,24.1765,A
2017-04-24 22:33:20.000,XYZ,107.325,32.9823,A
2017-04-24 22:50:00.000,XYZ,181.64,78.2142,A
2017-04-24 23:06:55.005,XYZ,150.941,57.4547,B
2017-04-24 23:23:20.000,XYZ,121.802,62.2577,A
2017-04-24 23:40:00.000,XYZ,195.907,54.0277,A
2017-04-24 23:56:40.000,XYZ,137.726,50.4101,A
2017-04-25 00:13:34.987,XYZ,147.445,18.5354,B
2017-04-25 00:30:00.000,XYZ,138.87,30.289,A
2017-04-25 00:46:40.000,XYZ,104.8,98.0716,A
2017-04-25 01:03:34.873,XYZ,134.641,48.7234,B
2017-04-25 01:20:00.000,XYZ,174.478,86.4541,A
2017-04-25 01:36:55.031,XYZ,127.741,10.0426,B
2017-04-25 01:53:34.936,XYZ,196.929,72.9943,B
2017-04-25 02:10:15.048,XYZ,197.087,9.09362,B
2017-04-25 02:26:40.000,XYZ,102.098,87.1358,A
2017-04-25 02:43:35.041,XYZ,112.281,81.4371,B
2017-04-25 03:00:15.003,XYZ,123.73,62.341,B
2017-04-25 03:16:40.000,XYZ,168.026,28.5504,A
2017-04-25 03:33:35.009,XYZ,192.025,86.634,B
2017-04-25 03:50:14.960,XYZ,135.57,11.2827,B
2017-04-25 04:06:55.270,XYZ,119.125,67.462,B
2017-04-25 04:23:20.000,XYZ,127.48,29.4464,A
2017-04-25 04:40:15.040,XYZ,120.423,48.5813,B
2017-04-25 04:56:54.912,XYZ,130.268,61.2686,B
2017-04-25 05:13:20.000,XYZ,106.976,33.9127,A
2017-04-25 05:30:00.000,XYZ,108.163,56.4513,A
2017-04-25 05:46:55.065,XYZ,165.359,42.0595,B
2017-04-25 06:03:34.963,XYZ,188.637,44.2789,B
2017-04-25 06:20:00.000,XYZ,111.565,14.7709,A
2017-04-25 06:36:40.000,XYZ,146.718,47.2195,A
2017-04-25 06:53:20.000,XYZ,125.229,91.5613,A
2017-04-25 07:10:00.000,XYZ,186.202,35.0951,A
2017-04-25 07:26:54.983,XYZ,181.53,87.6921,B
2017-04-25 07:43:20.000,XYZ,167.089,11.8874,A
2017-04-25 08:00:00.000,XYZ,116.797,72.8935,A
2017-04-25 08:16:55.060,XYZ,123.564,47.2062,B
2017-04-25 08:33:20.000,XYZ,173.853,89.3719,A
2017-04-25 08:50:15.119,XYZ,114.178,63.5188,B
2017-04-25 09:06:55.105,XYZ,134.04,67.2816,B
2017-04-25 09:23:35.178,XYZ,142.079,55.5709,B
2017-04-25 09:40:00.000,XYZ,197.619,82.609,A
2017-04-25 09:56:54.793,XYZ,109.239,9.63507,B
2017-04-25 10:13:20.000,XYZ,147.708,31.2243,A
2017-04-25 10:30:15.039,XYZ,147.139,60.3068,B
2017-04-25 10:46:40.000,XYZ,187.659,23.9363,A
2017-04-25 11:03:35.092,XYZ,167.285,16.7486,B
2017-04-25 11:20:00.000,XYZ,155.991,69.9826,A
2017-04-25 11:36:40.000,XYZ,190.848,68.612,A
2017-04-25 11:53:20.000,XYZ,175.57,94.0095,A
2017-04-25 12:10:14.934,XYZ,179.694,12.8933,B
2017-04-25 12:26:55.030,XYZ,101.994,8.71098,B
2017-04-25 12:43:35.149,XYZ,145.16,74.2953,B
2017-04-25 13:00:00.000,XYZ,159.119,16.0764,A
2017-04-25 13:16:40.000,XYZ,137.805,56.0564,A
2017-04-25 13:33:34.949,XYZ,143.197,43.3298,B
2017-04-25 13:50:15.053,XYZ,118.501,61.1747,B
2017-04-25 14:06:40.000,XYZ,152.931,99.4203,A
2017-04-25 14:23:35.017,XYZ,194.426,26.8059,B
2017-04-25 14:40:00.000,XYZ,191.358,59.2511,A
2017-04-25 14:56:54.926,XYZ,180.733,51.3959,B
2017-04-25 15:13:20.000,XYZ,156.981,71.2457,A
2017-04-25 15:30:00.000,XYZ,142.052,23.9549,A
2017-04-25 15:46:40.000,XYZ,142.635,82.2422,A
